time,EG_point,AE_point,EGnorm,AEnorm,diffnorm,Var7
0.50674585,318.332217327581,249.354472496523,0.512550019676827,0.80845801003708,0.174909184600934,55064.0060240964
0.51074585,318.35680864094,249.240169702283,0.513896977932783,0.803914342430341,0.178901597439931,55096.6177768247
0.51474585,318.379112175913,249.115656707019,0.51511862600543,0.798964807583352,0.183121734711611,54607.6945932706
0.51874585,318.401548863202,248.977092001035,0.516347567328694,0.79345670106502,0.187749605833799,54807.3584844966
0.52274585,318.4265820033,248.820575352708,0.517718726088508,0.78723498418008,0.192968126034223,54626.5288326703
0.52674585,318.456614390196,248.642261958808,0.519363712303158,0.780146821575673,0.198956878074033,54781.417859171
0.53074585,318.493884340029,248.438500612892,0.521405126923588,0.772047073594007,0.205885152112315,54589.0412708418
0.53474585,318.540369131032,248.205993683222,0.523951272877803,0.762804655578697,0.213904571703566,54018.6647469198
0.53874585,318.597704131415,247.941973044138,0.527091725402391,0.752309531349295,0.223141712163092,53878.718262191
0.54274585,318.667124457835,247.64438215308,0.530894136458584,0.740479950972441,0.233691189905844,53793.7179678317
0.54674585,318.749433429236,247.31205113341,0.535402506831055,0.727269410505524,0.245609723042563,53583.9638805828
0.55074585,318.844998714351,246.94484983721,0.540636975112165,0.712672736419032,0.258911620960617,53195.0556609623
0.55474585,318.953773681776,246.543803722974,0.546594987125415,0.696730691868162,0.273566067194517,52540.8885893386
0.55874585,319.07533903677,246.111158891939,0.553253576528796,0.679532561961824,0.289496446822956,52136.1927882289
0.56274585,319.208958970003,245.650385648359,0.560572440291827,0.661216295287618,0.306581858087283,51296.951781018
0.56674585,319.3536463417,245.166114322066,0.568497509075055,0.64196595278479,0.324660830798669,50340.4191853938
0.57074585,319.508231745497,244.664002366185,0.576964730115875,0.62200642472546,0.343537131711906,50569.6889954999
0.57474585,319.671430981708,244.150537218045,0.585903762991878,0.601595594208974,0.362987370620346,49414.4154689508
0.57874585,319.841905015903,243.632784600856,0.595241263776526,0.581014331863919,0.382769958712986,48517.8548490876
0.58274585,320.018306882655,243.118096854093,0.604903454132893,0.560554901645245,0.402634840626197,47843.8323481311
0.58674585,320.199311693553,242.613800445135,0.614817764964839,0.540508539062311,0.422333339259652,47219.3077314072
0.59074585,320.383628685296,242.126885120067,0.624913496336195,0.521153094565554,0.441627437230484,46167.2760603446
0.59474585,320.569997374606,241.66371779139,0.635121606860963,0.502741660253713,0.460297890444304,45181.8118179471
0.59874585,320.757172466495,241.229801519572,0.645373887072628,0.485492989113119,0.478150722198789,44484.746949851
0.60274585,320.943903651831,240.829594345441,0.655601852861241,0.469584293396847,0.495021850013669,43803.372925555
0.60674585,321.128916902859,240.466395597008,0.66573572095911,0.455146725190086,0.510779816013633,43271.6897877348
0.61074585,321.310903492832,240.142300137087,0.675703807504915,0.442263557700389,0.525326786425195,42821.1144402233
0.61474585,321.488521629612,239.858215236606,0.685432617522129,0.430970855991197,0.538598113522001,42495.5271069537
0.61874585,321.660413315037,239.613931365913,0.694847768369641,0.421260291017728,0.5505607853894,42196.3828470123
0.62274585,321.825236201611,239.408237229048,0.703875734651899,0.413083712371651,0.561211035043733,41805.3692145015
0.62674585,321.981707391799,239.239069663069,0.712446247270164,0.406359106951805,0.57057129066199,41554.5946916911
0.63074585,322.12865391755,239.10368907735,0.720495058374922,0.400977572878182,0.578686583701521,41114.7370461613
0.63474585,322.265063496266,238.998870246564,0.727966721460205,0.396810903732556,0.585620523635151,40927.8370777364
0.63874585,322.39012912401,238.921096963264,0.734817033900492,0.393719326222579,0.591450984600697,40681.9289223343
0.64274585,322.503281860407,238.866748291641,0.741014832702411,0.391558903982994,0.596265694047264,40238.3454887272
0.64674585,322.604207635439,238.832264780245,0.746542915075792,0.390188144722572,0.600157938167622,40238.1849453096
