time,EG_point,AE_point,EGnorm,AEnorm,diffnorm,Var7
0.53074585,302.670829529168,234.700217404601,0.228230574155179,0.583597373621576,0.245304342657107,55534.6385542169
0.53474585,302.652513050564,234.299961158397,0.227232127896722,0.564161479214644,0.257301458744387,55641.5762766199
0.53874585,302.643674360263,233.894489959047,0.226750323645398,0.544472353834694,0.26976008876595,53613.9920891369
0.54274585,302.648871662258,233.485309362693,0.227033632836164,0.524603105223272,0.282776119491775,52788.8737268884
0.54674585,302.672208230539,233.073780999777,0.228305728296715,0.504619852287311,0.296435668730757,52184.4748211942
0.55074585,302.717086326376,232.661168474975,0.230752070076916,0.484583953936978,0.310805913859029,51515.1866497412
0.55474585,302.785999486384,232.248703208798,0.23450858290103,0.464555206263525,0.325926499225521,50786.1847406223
0.55874585,302.880378168928,231.837660336279,0.23965324222674,0.444595528075444,0.34180230369387,50487.219668398
0.56274585,303.000500490057,231.42943320028,0.246201208387785,0.424772578191291,0.358398296856996,49900.4888393714
0.56674585,303.145475141699,231.025594890006,0.254103895450766,0.40516274366554,0.375637069493015,49079.8030917644
0.57074585,303.313297995981,230.627936567301,0.263252056763003,0.385853000860944,0.393399407696533,48996.556536385
0.57474585,303.500978039932,230.238475163584,0.273482649756418,0.366941289201207,0.411528006847029,48666.8661844018
0.57874585,303.704722687565,229.859427323664,0.284588937460951,0.348535245918359,0.429834110900823,47816.2864998013
0.58274585,303.920167517986,229.493151419346,0.296333011717176,0.330749390312998,0.448106550110009,47401.01237949
0.58674585,304.142631560292,229.142063761822,0.308459708965266,0.313701055142894,0.466122391634329,46690.6823791329
0.59074585,304.367377273806,228.808537730142,0.320710781980661,0.297505488439879,0.483658274261653,46050.3928195349
0.59474585,304.589855118447,228.494795228531,0.332838231605342,0.282270582826013,0.500501500047672,45634.8720121767
0.59874585,304.805915868179,228.202799333648,0.344615880127934,0.268091662611708,0.51646007535566,45415.5006359474
0.60274585,305.011978601235,227.934155882029,0.355848528568471,0.255046705016919,0.531371078838439,44969.240884143
0.60674585,305.205147650894,227.690030377309,0.366378331761086,0.243192305299798,0.545106945009658,44727.6083409601
0.61074585,305.383277019427,227.471085116801,0.376088309610999,0.232560623709593,0.557579462469289,44538.969863732
0.61474585,305.544985244692,227.277440029373,0.384903157484783,0.223157483827665,0.568741471000545,44096.333606751
0.61874585,305.689627038822,227.108659432711,0.392787700212017,0.214961729518337,0.578586386680083,43858.0770469821
0.62274585,305.81723001037,226.963765621355,0.399743442757552,0.207925884745293,0.587145787442282,43420.1560384728
0.62674585,305.928405480818,226.841278770543,0.405803708756327,0.201978091247508,0.594485358314922,43391.0347540009
0.63074585,306.024242160964,226.739281112677,0.411027844726101,0.19702522486044,0.600699535838498,43609.9155387078
0.63474585,306.106190805112,226.655501787053,0.415494932472838,0.192957015702544,0.605905219720954,43325.8884637136
0.63874585,306.175947293286,226.587417243567,0.419297415806358,0.18965092364155,0.610234946548843,42922.8554345018
0.64274585,306.235340940066,226.532360749073,0.422535012163482,0.18697745577303,0.613829941748473,42809.9453268496
0.64674585,306.286233932027,226.487633680966,0.425309230860415,0.184805570684156,0.616833464969207,42846.8634393703
0.65074585,306.330436298274,226.450611172552,0.427718738066927,0.183007808447991,0.619384820793205,42776.0569641072
0.65474585,306.369638726713,226.418835425606,0.429855694566243,0.181464821753341,0.62161431738401,42581.2966262982
0.65874585,306.405363443352,226.390091560168,0.431803078145468,0.180069059066816,0.623639341036351,42576.6168897681
0.66274585,306.438931899073,226.362462944976,0.43363292217507,0.178727451402789,0.625561603199725,42344.5527355366
0.66674585,306.471447244621,226.334365065115,0.435405360306152,0.177363056889984,0.627465526182727,42357.6461028075
0.67074585,306.503789297409,226.304558682798,0.437168352106878,0.175915699840943,0.629417671661798,42592.4648017503
0.67474585,306.536619749854,226.272144171316,0.438957966973135,0.174341695616421,0.631467082256723,42374.6150558158
0.67874585,306.570395534136,226.236539634142,0.440799112652495,0.172612788119075,0.633646388632466,42383.7183670532
0.68274585,306.605388325382,226.1974460753,0.44270659837876,0.170714458514353,0.635973516148078,41982.8813294146
0.68674585,306.64170818648,226.154803526846,0.444686423770146,0.168643794841132,0.638453805644716,41855.4067071431
0.69074585,306.679329526456,226.108742346181,0.446737193841693,0.166407127076034,0.641082358625503,41896.2051773538
0.69474585,306.71811784607,226.059533622426,0.448851576929609,0.164017618935005,0.643846435148012,41883.3590538253
0.69874585,306.757856024915,226.007542000194,0.451017737622583,0.161492977060382,0.646727761381985,41886.7439570125
0.70274585,306.798269143212,225.953183601786,0.453220689818179,0.158853407780433,0.649704630993709,41887.6457723654
0.70674585,306.839047139927,225.89689112229,0.455443531835345,0.156119922175235,0.652753713258876,41880.9168370634
0.71074585,306.879865026542,225.839087358193,0.457668548283649,0.153313050662381,0.655851519490852,41904.0561131386
0.71474585,306.920400777882,225.780167332345,0.45987818530691,0.150451975009731,0.658975526482773,41824.4746447336
0.71874585,306.960351234716,225.72048808486,0.462055917447021,0.147554032595579,0.662104996702559,41625.4068242448
0.72274585,306.999446300952,225.660364618523,0.464187021544672,0.144634519523173,0.665221551600123,41664.7845023079
0.72674585,307.037461447866,225.60007064383,0.466259258355121,0.141706726798834,0.668309540975434,41628.6154118133
0.73074585,307.074228210224,225.539843280524,0.468263444700413,0.138782168632097,0.671356224992361,41406.6454686163
0.73474585,307.109642183519,225.479891111445,0.470193889405312,0.135870973519624,0.674351772400387,41416.0215949793
0.73874585,307.143668076397,225.420404686205,0.472048668709195,0.132982394289254,0.677289089305359,41423.6752935646
0.74274585,307.176341515767,225.361567998243,0.473829724664066,0.13012536541006,0.68016351536385,41199.5419492142
0.74674585,307.207767419985,225.303569058524,0.475542776455488,0.127309016436663,0.682972440552605,41173.8413307604
0.75074585,307.238114845034,225.246607676057,0.477197039463629,0.124543049820524,0.685714898887838,41175.9116634764
0.75474585,307.267608323884,225.190898873399,0.478804753164684,0.121837906762129,0.688391189101283,41209.9592155805
0.75874585,307.296515873437,225.136670965707,0.480380527379605,0.119204673932395,0.691002558265076,40996.0651630012
0.76274585,307.325133998844,225.084158218867,0.481940524847158,0.116654726961474,0.69355096137776,41068.0555591364
0.76674585,307.35377021773,225.033589003305,0.483501508605076,0.114199155204066,0.696038884533254,41209.1040857804
0.77074585,307.382724023477,224.985171069903,0.48507980428304,0.111848046758095,0.698469209456679,41171.8064400334
0.77474585,307.412267846423,224.939075702253,0.48669026228202,0.10960971891989,0.700845113270073,41183.636024978
0.77874585,307.442630119279,224.895422236965,0.488345334656287,0.107489966511574,0.703170022792794,41176.4845393389
0.78274585,307.473982534324,224.854264216473,0.490054380492668,0.105491389480316,0.705447649231495,41190.6599076959
0.78674585,307.506432850391,224.815578352613,0.491823273813448,0.103612856984808,0.70768210890547,41146.9054477934
0.79074585,307.540023468787,224.779257361916,0.493654325948627,0.101849159486925,0.709878103565591,40882.7676316616
0.79474585,307.574734901354,224.745107533747,0.495546474582736,0.100190890663884,0.712041105716841,40719.4474067431
